vote_average
6.8
6.993
4.9
5.7
7.174
5.0
6.5
5.6
6.0
6.2
7.0
6.1
7.507
5.3
3.5
6.1
7.567
4.333
6.0
7.9
5.3
6.8
7.0
6.8
5.1
4.85
4.067
7.1
6.6
6.455
7.171
6.7
6.9
5.5
6.8
6.25
6.2
7.0
5.41
6.538
5.4
8.3
6.516
6.0
7.0
3.6
5.7
3.4
5.9
6.4
6.8
5.3
6.0
5.7
4.7
4.9
7.7
6.3
5.9
5.5
4.943
6.3
7.4
6.6
6.39
6.7
4.8
7.776
3.8
5.6
7.7
3.0
6.5
5.3
7.0
6.4
3.4
5.9
6.6
5.684
5.856
6.0
10.0
6.7
6.0
9.5
3.5
6.4
1.0
2.5
5.158
6.646
5.7
6.857
7.416
6.896
5.273
7.4
2.0
4.4
6.8
5.0
7.1
5.3
5.547
6.2
7.0
4.8
10.0
6.2
5.7
2.333
4.425
6.9
4.167
6.1
6.702
8.164
4.333
5.173
4.2
7.4
6.425
6.0
5.364
6.5
6.2
6.276
7.0
6.3
7.2
7.309
4.9
6.2
7.9
4.9
5.7
6.2
6.3
6.4
5.711
6.2
7.182
3.5
6.3
5.2
7.9
5.053
4.8
6.598
4.279
6.797
6.8
7.3
6.045
6.9
6.1
7.1
3.3
6.563
3.854
4.4
6.204
6.5
6.7
6.0
5.9
6.2
7.559
6.037
6.5
5.444
5.165
6.7
5.3
5.286
10.0
6.7
6.0
5.3
6.3
6.071
6.534
5.684
5.2
8.0
5.222
6.3
6.0
4.7
5.2
7.398
5.9
5.308
5.5
7.3
5.8
3.6
7.488
6.3
1.0
3.579
4.69
7.5
7.1
6.5
5.038
4.0
6.9
6.7
5.582
5.2
5.443
4.9
6.5
7.5
5.681
4.8
5.2
5.4
5.9
1.0
7.1
6.4
8.2
5.346
7.2
2.0
1.0
1.857
5.556
3.6
6.4
5.876
3.472
5.37
7.3
5.2
5.942
7.4
5.0
4.496
5.1
5.1
5.221
7.3
6.0
7.064
6.0
1.0
6.5
7.3
6.6
6.5
6.8
4.808
5.3
10.0
1.0
5.285
10.0
5.813
4.0
3.5
7.817
5.3
6.8
6.7
4.9
5.7
5.4
5.5
10.0
5.6
7.7
6.0
9.0
4.3
7.0
7.1
6.812
5.1
5.266
4.5
5.5
4.667
5.827
6.6
6.2
1.0
7.2
6.0
7.3
2.25
6.2
8.0
4.682
1.0
5.2
6.0
6.323
6.3
4.5
7.082
5.1
7.795
7.1
5.5
6.1
7.8
6.6
6.3
3.162
4.8
6.0
6.6
6.3
1.0
6.8
6.2
4.0
10.0
6.2
6.3
7.3
6.245
5.467
3.333
1.0
6.5
7.1
3.5
6.1
7.0
5.6
6.4
5.2
3.75
4.404
7.8
3.5
5.5
5.4
5.431
6.0
6.797
8.9
6.1
1.0
6.811
7.1
5.582
3.2
10.0
4.6
2.0
2.0
4.606
1.0
6.2
6.5
4.0
5.594
6.461
2.8
8.5
6.3
6.5
7.5
6.0
6.287
6.4
5.179
3.556
8.4
6.513
5.7
6.802
5.0
2.0
6.7
6.518
4.5
5.9
6.7
6.3
7.0
5.6
6.6
4.875
6.9
6.471
2.0
6.8
6.1
6.781
5.7
2.889
4.8
1.0
7.3
7.813
5.7
4.0
4.619
5.5
7.0
6.5
6.8
6.452
6.1
6.7
7.1
4.0
8.3
5.8
6.3
8.0
6.8
3.0
4.1
7.505
7.4
4.429
5.6
5.1
5.0
4.3
7.155
4.35
6.0
5.4
6.9
3.8
5.308
6.9
7.6
6.2
7.3
5.5
5.9
6.8
3.0
6.6
6.0
2.9
5.7
5.238
6.0
4.4
10.0
1.5
5.923
7.045
4.247
7.664
5.5
4.889
6.3
6.1
3.4
10.0
4.022
6.1
7.3
6.6
6.9
6.125
5.7
5.966
6.4
10.0
7.1
3.875
6.1
6.8
4.6
6.037
7.1
6.7
5.67
5.5
6.9
8.1
6.1
3.8
4.6
7.8
3.25
5.924
5.5
4.647
9.5
5.713
5.8
6.0
4.8
6.679
7.3
4.0
10.0
6.5
6.8
7.0
5.1
7.5
4.7
2.5
6.951
10.0
6.0
5.0
6.5
6.3
6.727
7.0
3.4
5.967
4.1
6.0
6.0
6.294
8.369
6.5
7.171
7.461
7.804
2.0
5.803
10.0
6.6
6.2
7.413
10.0
1.0
6.6
5.741
5.2
5.0
8.0
6.2
6.578
8.0
7.0
6.5
5.7
5.4
4.929
3.295
7.5
1.0
7.1
6.2
6.7
2.0
8.0
5.3
5.0
6.7
7.2
2.0
5.984
5.734
7.4
6.303
5.1
4.559
6.0
7.0
6.9
6.806
6.6
4.313
1.0
6.2
5.293
5.3
3.2
4.714
7.1
6.9
6.852
5.5
5.4
5.9
5.5
5.1
6.3
7.1
4.1
7.7
5.7
7.2
6.1
6.9
6.9
4.871
4.0
4.161
5.8
6.0
5.4
6.0
5.437
5.2
8.3
6.4
6.148
5.4
2.25
4.2
5.698
4.222
7.065
7.071
5.0
6.2
8.0
6.829
7.184
2.0
5.3
5.092
4.6
5.0
4.25
5.5
6.396
2.5
3.2
6.8
6.4
6.6
4.7
4.286
7.157
5.2
7.1
6.0
10.0
6.4
3.8
7.3
6.857
7.57
6.0
6.535
6.5
3.9
5.804
7.7
7.3
5.021
4.0
6.326
7.0
7.277
5.804
7.2
5.8
4.6
5.4
3.9
6.149
5.2
1.0
6.638
1.0
6.055
4.8
5.803
6.8
6.4
6.757
4.95
5.77
7.104
5.9
4.989
3.8
6.483
5.229
8.1
5.0
7.1
10.0
7.1
7.2
3.2
5.3
10.0
10.0
7.115
5.0
4.217
6.9
8.3
3.628
8.0
7.2
5.886
6.163
5.2
5.0
6.052
5.8
5.689
6.6
8.242
7.5
5.5
5.4
7.5
5.4
6.0
6.0
4.789
2.2
7.4
6.791
6.143
8.0
5.1
4.135
6.4
10.0
4.938
6.1
6.058
6.0
7.2
5.9
6.6
6.7
4.25
7.6
7.054
6.7
6.001
6.134
6.6
6.667
8.0
7.836
6.465
7.1
6.3
7.5
6.2
7.5
4.7
5.8
6.968
6.996
6.5
5.8
7.1
7.4
6.9
6.362
5.6
5.1
6.6
4.833
5.1
4.8
7.5
7.7
6.9
6.1
5.7
7.449
5.685
5.0
4.633
4.2
5.5
5.5
6.3
6.716
3.4
4.0
7.1
4.3
6.267
5.871
5.0
6.8
8.5
6.1
5.7
7.0
6.3
5.9
6.8
6.396
5.3
7.3
5.4
5.542
4.4
7.3
4.7
5.6
6.5
4.261
7.31
6.4
5.364
4.643
8.0
6.0
6.3
5.0
4.9
8.0
4.0
9.0
4.5
1.75
5.3
5.186
5.3
4.7
6.169
6.416
4.5
6.4
4.677
7.027
5.513
5.676
6.3
10.0
4.6
4.742
4.0
5.2
4.0
6.869
4.299
5.884
5.167
5.863
6.0
7.055
6.7
5.0
4.0
4.7
7.2
7.1
4.738
7.1
7.2
6.1
6.5
5.9
7.2
6.311
7.4
4.0
6.8
5.006
6.7
5.05
5.5
7.459
6.131
6.6
7.9
2.6
2.0
5.0
4.0
6.2
4.9
5.0
7.6
6.098
6.3
3.258
8.2
5.4
8.6
5.5
6.0
3.568
5.3
6.0
7.4
6.0
6.703
6.596
4.0
5.9
7.693
6.0
5.7
7.494
4.7
5.417
7.1
5.0
6.4
6.3
6.0
5.8
7.7
7.2
5.9
7.473
7.524
4.3
5.211
6.8
5.797
5.9
9.0
7.1
5.8
9.0
6.5
5.889
2.8
3.9
6.2
9.0
5.2
4.2
6.7
6.3
3.1
5.7
5.659
6.063
4.214
7.219
6.651
5.0
5.3
8.0
5.0
6.7
7.5
7.1
6.3
4.789
6.8
6.494
7.1
6.9
2.0
5.2
2.7
6.412
6.1
7.4
5.875
3.997
5.6
7.0
4.143
5.933
5.7
6.6
4.0
1.5
6.1
2.95
6.0
5.5
4.314
6.7
6.3
6.308
6.5
6.275
7.8
5.6
7.1
6.709
5.375
7.5
4.0
4.2
6.3
7.8
6.623
7.547
6.788
4.6
6.3
5.9
4.026
3.7
7.4
7.5
5.0
6.563
6.5
6.8
2.6
6.5
5.8
10.0
5.745
7.533
6.0
6.27
5.9
1.5
6.0
4.2
5.5
6.0
3.2
10.0
3.5
8.1
5.878
7.2
6.5
6.197
6.632
6.7
6.3
5.8
4.4
5.8
10.0
6.2
7.341
6.65
5.5
7.1
6.4
4.148
6.261
5.1
4.7
5.3
5.213
6.508
7.55
5.4
7.171
6.9
6.0
6.5
5.3
6.4
3.286
6.5
7.1
4.5
5.3
5.92
6.998
5.673
3.0
7.0
5.206
5.2
5.6
7.151
5.6
1.0
3.5
3.6
4.2
9.0
6.821
6.657
3.0
7.5
7.4
1.0
5.0
5.6
6.6
6.6
6.699
6.121
6.5
7.262
6.763
5.696
2.8
7.0
2.0
7.5
4.667
6.105
7.0
4.3
5.643
4.398
6.7
5.758
4.2
5.2
7.5
5.3
7.2
5.838
3.9
5.0
6.2
5.375
4.0
5.141
1.5
5.8
8.0
6.0
6.467
7.4
6.615
4.5
7.0
6.6
4.5
3.0
5.1
7.0
4.975
6.5
5.6
6.719
3.333
6.3
5.5
6.25
3.476
6.608
6.2
7.62
5.449
7.5
6.6
5.1
6.5
6.0
7.0
6.6
7.2
4.7
2.5
5.9
3.958
4.3
6.9
6.7
6.1
4.091
6.1
6.5
6.0
6.0
5.885
5.9
3.818
6.2
5.7
8.0
7.0
5.418
6.5
6.0
6.7
6.625
6.1
6.2
5.3
3.3
6.7
5.0
8.4
5.029
5.212
5.308
6.41
6.4
1.0
6.0
4.8
5.4
5.259
6.379
6.0
6.0
8.3
7.0
4.2
10.0
3.955
6.211
5.5
5.969
4.8
10.0
5.4
5.8
6.0
7.2
6.509
7.461
5.989
6.7
6.714
8.5
6.1
7.0
4.0
5.7
6.1
6.0
6.2
7.365
6.8
5.6
3.0
4.5
7.0
7.2
8.0
5.4
5.0
7.228
6.7
5.224
6.4
7.0
8.5
8.4
5.8
5.6
10.0
2.5
7.929
7.6
7.0
5.3
5.9
6.2
5.417
3.9
9.5
2.0
6.968
7.5
8.5
5.0
5.5
7.2
6.645
6.393
6.3
6.3
6.4
6.8
6.3
7.281
6.218
7.447
6.5
6.433
6.5
5.78
6.6
6.0
1.833
4.5
7.0
4.962
6.5
6.1
3.4
4.5
3.0
7.31
6.2
6.9
5.7
5.5
5.9
4.5
7.391
6.1
3.6
3.9
7.0
6.9
7.444
5.8
6.9
5.5
7.493
5.5
3.9
6.1
6.848
5.7
4.5
4.4
7.356
6.1
7.42
6.1
6.4
7.0
5.3
5.5
6.655
5.0
4.9
7.0
1.0
5.4
7.893
6.659
2.7
6.1
6.0
6.5
4.1
2.6
4.682
6.1
5.5
7.25
6.9
5.8
7.5
5.2
6.0
5.601
5.023
6.8
3.9
5.5
7.5
7.0
4.8
5.365
2.2
5.3
3.9
9.0
7.3
6.7
1.0
5.6
6.857
3.333
6.83
3.731
3.7
7.8
3.3
6.569
6.024
7.2
5.2
5.765
3.8
5.045
6.685
7.435
4.0
6.8
7.499
5.645
7.4
7.132
6.8
1.0
2.7
6.2
6.2
3.2
5.7
5.3
9.0
5.3
6.0
4.2
6.0
6.3
7.0
6.0
5.0
5.9
5.331
7.067
6.3
4.3
7.009
6.0
6.5
5.2
6.6
5.543
5.56
7.095
6.1
1.0
10.0
8.0
6.007
7.5
6.856
5.954
6.3
5.0
6.0
4.8
6.2
7.8
6.2
5.2
5.2
7.3
5.654
6.288
5.402
5.4
6.2
5.5
6.681
5.275
6.413
5.35
4.6
5.7
10.0
5.7
6.0
5.3
8.201
8.4
4.1
6.9
7.2
7.4
8.2
4.9
5.8
7.686
6.1
6.0
5.7
7.085
6.889
6.0
4.0
5.733
5.633
5.8
6.0
7.2
5.877
7.8
6.2
6.6
5.467
5.6
5.681
5.0
5.091
5.5
7.1
6.892
5.0
3.3
7.024
4.0
1.0
6.5
4.143
5.12
4.2
5.4
6.0
6.1
4.0
5.0
6.6
6.0
6.0
6.8
6.941
4.9
6.378
7.118
8.0
2.6
6.1
6.1
4.2
3.75
5.077
5.8
6.918
4.813
5.767
3.333
7.4
6.361
6.574
4.7
6.3
4.9
4.4
5.523
4.4
4.0
5.542
3.0
6.123
6.7
6.229
5.7
3.0
7.1
5.5
3.4
6.313
6.5
4.9
6.0
4.086
5.2
5.7
6.248
6.5
6.455
5.0
6.1
6.882
6.2
6.6
4.1
4.897
6.0
6.9
5.0
1.667
2.0
7.2
5.2
3.5
4.5
4.5
6.862
5.9
6.7
5.3
6.9
5.9
6.1
5.2
4.5
5.9
7.418
6.5
5.282
6.4
6.6
7.4
5.028
5.3
7.6
8.0
5.3
5.91
5.6
2.5
4.4
5.879
6.385
6.5
5.8
6.205
4.0
5.417
2.0
6.9
7.4
5.4
6.0
4.9
6.0
4.2
5.0
5.9
1.0
6.2
3.333
5.296
6.8
7.984
7.1
3.4
5.111
5.3
5.5
5.942
6.8
8.0
4.3
3.786
5.0
5.8
5.8
5.9
4.667
4.657
7.3
4.067
7.3
7.5
5.7
6.76
8.0
5.4
5.977
4.7
7.4
6.2
6.8
6.8
8.0
4.482
6.5
6.509
6.5
5.5
9.0
3.5
3.7
6.27
4.7
4.1
6.7
3.2
10.0
6.854
6.5
7.2
6.1
5.846
6.0
5.5
4.875
7.8
4.5
6.5
8.0
5.8
6.7
6.3
7.1
7.591
5.0
7.8
5.2
7.46
3.976
1.0
6.615
4.667
5.8
5.7
7.8
6.035
7.098
5.0
6.0
8.0
6.6
8.0
5.9
3.7
6.4
4.682
4.0
6.5
5.308
6.1
5.909
5.705
4.8
3.8
6.4
5.1
6.393
6.0
4.8
5.6
6.735
6.2
5.6
3.603
7.566
10.0
4.143
4.783
5.26
7.1
5.509
7.0
2.813
5.4
1.8
5.797
5.019
5.07
3.0
6.811
5.0
6.111
6.0
6.8
1.8
6.5
6.3
4.0
1.6
2.0
6.0
7.3
5.943
5.9
5.654
7.0
7.8
5.8
7.143
6.793
5.9
5.4
6.651
4.4
4.0
7.7
9.5
5.676
3.782
6.4
6.2
6.0
5.5
5.555
6.0
4.7
6.443
7.466
5.2
4.0
6.743
4.0
6.006
7.8
7.0
9.0
6.667
7.4
6.7
7.176
4.5
7.0
5.565
5.5
6.661
4.508
3.969
4.2
6.3
3.75
7.287
7.2
5.9
7.6
4.0
5.7
5.4
4.146
3.7
7.4
7.0
6.3
6.8
10.0
1.0
6.335
6.3
6.6
7.294
6.8
4.357
7.2
6.271
6.426
5.8
4.417
7.839
3.536
6.873
5.8
8.0
4.3
7.1
4.8
5.373
4.8
5.38
5.278
6.91
5.73
5.4
7.5
3.0
3.633
6.751
5.417
6.0
5.466
6.4
5.9
3.4
5.545
5.2
6.588
5.677
7.564
7.152
6.7
2.429
6.6
1.7
6.0
7.4
5.3
10.0
6.3
5.363
6.556
6.5
2.7
5.999
6.5
4.3
6.444
2.5
10.0
8.12
3.3
6.696
4.5
6.8
6.0
4.167
4.5
7.6
7.0
6.683
6.6
7.1
4.375
5.209
6.5
6.5
6.173
5.7
5.968
6.9
6.7
5.5
6.0
4.917
5.8
6.7
5.2
7.0
6.4
7.0
7.0
5.596
7.1
5.5
5.0
6.118
4.941
6.4
5.1
5.8
7.4
5.6
5.077
5.6
6.384
5.9
6.682
6.2
5.671
4.2
6.0
7.5
7.0
6.2
7.165
7.0
6.242
7.085
4.167
4.0
7.1
4.0
6.3
10.0
4.4
5.553
4.7
8.0
5.167
5.1
5.0
5.5
5.6
9.3
6.204
4.611
6.996
3.87
6.916
7.7
6.265
7.085
4.4
3.917
7.0
3.5
6.6
5.3
7.3
4.8
5.1
6.3
6.947
7.2
6.113
7.6
5.9
5.934
10.0
7.166
6.149
6.7
7.2
4.4
6.08
4.6
3.063
6.379
2.0
7.0
7.121
7.8
3.5
6.0
3.7
7.6
7.0
3.0
7.008
3.2
5.8
5.767
7.0
5.1
4.429
7.0
7.6
4.1
5.261
5.3
7.1
6.3
7.0
6.3
5.9
4.719
6.409
4.946
5.946
5.914
6.697
6.1
5.532
4.0
4.0
4.7
6.4
8.0
5.7
6.462
5.8
7.6
5.7
3.5
2.611
2.0
2.4
6.1
10.0
2.7
6.3
4.5
5.474
6.361
7.1
6.1
1.0
6.433
7.0
6.9
5.383
7.464
4.95
7.8
5.555
6.2
7.0
5.2
6.4
6.4
6.864
5.665
6.8
5.3
4.586
7.1
6.3
4.75
7.023
7.063
8.5
6.8
5.1
3.5
3.6
9.0
9.5
7.7
4.5
6.9
4.467
8.0
5.2
6.7
6.9
6.375
3.0
5.1
6.0
5.0
5.4
6.0
6.6
6.8
2.4
1.0
8.0
6.297
6.7
7.331
4.735
5.4
6.5
6.722
6.2
5.996
5.9
7.057
5.5
6.0
6.5
5.2
6.9
4.438
6.3
5.3
6.3
4.5
8.112
6.0
10.0
6.7
6.107
6.9
7.1
3.8
6.2
7.0
6.174
7.9
5.7
6.5
2.0
5.7
6.0
7.2
3.9
3.5
6.207
6.105
6.4
6.565
7.6
8.6
6.2
3.7
7.0
5.0
6.1
6.5
6.618
6.1
7.0
4.7
2.0
5.1
7.4
4.5
4.65
9.0
6.0
7.5
5.8
6.15
6.5
7.2
6.1
6.319
6.1
7.142
7.6
4.6
6.067
6.7
7.805
2.2
6.5
6.5
7.2
7.0
6.0
8.0
7.632
5.1
6.412
5.5
6.5
7.464
5.7
6.2
7.7
7.0
5.4
5.5
6.371
7.8
10.0
3.1
6.1
6.8
5.346
6.0
6.0
5.25
6.966
4.0
6.6
1.0
7.143
6.9
1.0
3.4
5.0
8.0
4.909
7.6
9.0
5.84
4.698
6.825
10.0
6.246
5.3
4.688
5.4
4.6
6.8
5.5
7.0
4.9
7.1
6.447
6.5
9.0
6.37
6.646
5.993
8.0
6.5
4.6
4.571
5.8
4.8
7.208
7.116
6.058
10.0
7.7
6.4
7.0
4.9
7.2
6.3
6.554
6.727
4.667
4.0
8.0
5.715
6.8
6.2
6.1
5.5
5.474
5.5
5.126
7.158
5.8
10.0
7.4
6.8
5.4
5.8
5.8
1.0
6.697
5.7
6.619
5.7
5.5
6.3
6.0
5.3
4.0
5.396
5.739
6.8
4.0
5.306
6.0
6.7
6.6
6.2
4.857
5.8
4.167
6.826
6.1
5.167
6.262
6.8
6.5
5.7
9.0
3.0
3.8
7.9
7.5
4.432
7.536
2.25
5.915
6.094
5.217
10.0
5.0
3.8
5.493
4.2
5.0
7.314
6.5
8.7
7.3
5.6
7.333
5.5
7.0
6.7
8.1
4.6
7.4
4.0
6.4
6.305
5.1
6.148
6.9
6.0
6.7
4.8
6.448
6.373
4.145
5.778
3.565
6.3
5.227
5.878
6.4
6.089
5.8
4.455
6.8
1.8
6.1
6.202
7.7
7.374
5.292
8.0
4.867
6.46
7.2
2.98
6.965
4.3
6.2
5.703
6.5
7.1
10.0
7.8
5.9
5.286
7.38
5.915
2.571
6.6
6.505
5.8
8.0
5.682
3.5
6.663
4.2
5.7
2.0
6.0
6.4
4.9
5.0
4.7
5.514
6.1
8.0
7.0
3.3
5.952
5.273
6.972
4.942
5.829
6.604
6.148
6.4
7.4
5.914
3.7
5.65
7.1
4.929
6.236
6.0
7.3
4.1
4.0
5.9
6.025
5.6
4.0
4.6
7.0
5.756
7.243
6.8
6.0
6.745
2.5
1.0
5.988
7.1
6.538
6.348
6.0
5.256
6.1
6.9
6.1
3.7
7.3
1.8
5.9
6.5
4.0
5.571
5.0
6.609
7.062
5.2
6.5
6.0
5.1
8.1
2.0
6.625
5.277
1.0
4.5
6.778
5.828
7.071
6.1
10.0
5.9
6.775
4.0
6.686
6.663
7.2
6.2
7.6
6.1
4.25
5.281
6.0
1.0
8.5
7.4
4.3
2.346
6.81
3.9
7.602
6.0
7.5
3.0
5.8
6.652
5.3
6.2
4.9
5.1
6.403
5.5
6.8
6.3
4.0
8.5
6.173
5.5
6.2
10.0
5.2
4.0
5.602
6.1
7.2
7.5
5.818
2.0
6.0
4.237
9.0
5.0
6.588
5.125
4.25
4.0
6.0
5.169
5.836
5.5
7.17
5.273
6.6
7.3
6.3
5.0
6.221
5.8
4.667
8.0
6.2
5.8
5.628
4.9
3.75
6.4
5.333
7.01
4.625
4.0
2.0
6.5
6.1
4.0
5.608
5.6
7.278
6.0
6.7
5.6
6.557
6.096
7.3
6.0
5.2
7.8
6.3
7.2
7.428
1.0
5.4
5.653
6.0
4.9
5.3
5.536
6.961
3.9
4.722
7.522
7.1
4.798
6.9
5.597
5.353
5.1
5.994
6.8
5.4
6.0
8.108
3.909
4.773
4.8
5.8
4.0
8.1
5.3
1.8
6.016
6.261
5.1
8.0
6.2
5.2
5.4
6.6
5.8
6.1
6.388
5.3
6.8
7.0
9.0
3.0
7.0
4.0
5.0
5.4
6.176
5.89
1.0
6.5
6.975
5.6
5.042
5.5
4.167
4.808
7.0
10.0
4.8
4.5
6.147
4.9
6.0
5.3
5.593
5.897
5.7
6.7
5.2
6.6
6.1
6.241
5.8
6.3
6.1
6.116
6.1
5.375
6.5
5.414
6.899
7.052
5.9
5.7
6.3
5.102
6.0
7.4
6.286
6.0
3.2
4.469
6.3
8.226
7.7
5.3
1.0
7.0
10.0
5.937
4.9
8.0
7.0
6.0
6.4
5.5
4.8
5.8
4.9
6.3
6.0
5.008
6.0
1.5
7.1
5.37
1.0
5.2
3.2
10.0
4.744
5.813
5.4
7.1
5.185
6.085
6.4
5.0
5.0
5.639
6.0
6.198
5.6
5.7
6.9
3.5
4.182
4.5
5.1
10.0
5.2
7.2
5.2
6.62
6.3
6.579
4.3
2.778
6.0
6.2
6.167
7.5
5.3
6.8
6.1
5.389
4.0
6.9
5.0
7.3
6.1
4.7
6.8
4.0
6.9
2.0
6.0
8.0
6.2
7.5
4.3
8.7
4.443
5.785
7.5
1.0
7.204
5.6
10.0
6.4
5.0
4.7
5.375
2.5
4.354
5.4
6.012
7.5
8.0
4.491
7.1
6.8
5.8
4.938
6.4
6.438
6.6
5.812
6.5
7.0
6.0
7.2
10.0
6.5
3.429
9.5
4.091
7.0
2.556
6.2
5.7
4.9
6.0
6.7
5.592
6.759
5.9
6.391
5.738
8.0
6.786
6.5
4.7
6.899
6.8
7.444
4.444
7.0
2.933
7.8
7.1
7.2
2.5
5.7
4.604
5.9
6.2
5.608
6.0
7.0
5.7
6.2
5.7
7.1
5.6
1.833
6.8
5.888
7.5
6.762
7.0
6.9
7.203
6.2
7.2
2.5
7.9
6.208
5.7
8.0
5.8
6.5
6.2
3.5
3.8
5.271
5.5
6.5
5.0
6.1
7.4
8.1
4.391
5.7
4.767
6.2
6.0
8.0
10.0
4.4
5.8
7.9
7.5
7.806
6.1
7.9
6.0
6.8
5.071
2.0
6.0
8.5
5.72
6.1
6.0
4.2
6.5
5.9
5.1
4.7
2.0
5.5
5.042
5.8
3.0
5.6
3.0
3.429
1.75
2.85
4.9
5.825
6.3
6.787
7.0
6.8
5.4
7.3
5.4
6.7
5.3
5.9
5.6
6.58
5.86
5.951
6.493
6.339
4.554
6.0
5.9
7.8
7.5
6.1
2.7
6.3
8.0
6.0
6.4
5.2
3.8
7.2
6.1
5.5
5.8
6.8
5.0
8.2
2.2
8.011
5.129
4.667
3.2
6.0
5.7
1.0
7.622
6.2
10.0
5.8
4.5
7.4
5.6
6.5
2.643
7.3
6.5
5.6
4.5
6.0
4.429
5.0
6.061
5.5
7.1
1.0
3.9
5.7
6.8
6.921
6.6
5.728
5.9
8.0
7.926
5.0
6.236
5.4
6.159
6.8
6.217
6.029
6.6
4.0
6.8
6.888
6.9
5.0
7.0
7.3
9.0
7.5
7.9
6.192
7.0
6.3
6.7
7.6
5.9
5.929
6.354
7.0
5.0
6.109
7.5
5.6
5.4
5.5
4.667
4.9
7.8
6.6
5.1
5.8
6.151
2.0
4.444
4.9
3.0
6.1
4.0
6.3
6.591
6.077
6.6
