roi,profit_margin,popularity,runtime
0.0,-0.9999999337748389,0.9494,100.0
0.0,-0.9999998205827246,4.9762,89.0
0.0,-0.9999906234054687,4.7597,13.0
6.704676196882535,5.704676863548758,2.2972,98.0
0.9315788983379527,-0.06842104903047111,2.1443,103.0
0.6663444889103675,-0.33365544442297035,2.1517,91.0
0.0,-0.9999993665970734,5.1812,82.0
0.0,-0.9998000399920016,1.3345,20.0
0.0,-0.9999999642648574,10.9062,104.0
2.2666665155555656,1.2666665822222278,1.8432,86.0
0.0,-0.9999997194048046,7.8976,5.0
0.0,-0.9999992259256244,5.5409,87.0
1.8299999634000008,0.8299999834000004,6.9096,89.0
0.0,-0.9999997206275159,5.7455,64.0
0.0,-0.9999996425809764,4.9179,154.0
7.443529201029413,6.443529207608361,7.1246,124.0
0.006406480869064705,-0.9935934412538461,1.643,108.0
0.0,-0.999987500156248,0.3784,66.06808449695409
0.0,-0.9999998158628113,4.1398,86.0
12.353111390993448,11.353111449816973,5.5777,101.0
0.0,-0.9999995995757379,5.8128,129.0
0.0,-0.999999463438594,9.6373,92.0
0.0,-0.999998000004,7.7052,91.0
0.0,-0.999999000001,1.4769,113.0
0.0,-0.9999992314192,4.7481,93.80535142745174
0.0,-0.9999950000249999,0.9186,52.0
5.5968398472447145,4.596839906068241,2.9091,94.0
0.0,-0.9999882354325244,3.1798,101.0
0.0,-0.999990000099999,1.8591,82.0
0.0,-0.9999996345708315,5.0915,84.0
1.0799999760000005,0.07999999822222226,1.8842,93.0
0.0,-0.9999990793262633,5.3398,103.0
0.9646329827847261,-0.03536584074606971,7.2039,108.0
0.0,-0.9999994465787146,6.5377,91.0
0.5279999788800008,-0.47199998112000074,5.4232,90.0
1.4833332097222325,0.4833332930555589,4.0032,100.0
0.0,-0.9999000099990001,0.0286,39.0
0.9900990099009901,0.0,1.6729,19.0
0.0,-0.9999950000249999,1.5022,74.0
0.0,-0.9999995195126589,4.9318,95.0
0.005395142086408273,-0.9946047150564693,8.6329,100.0
0.0,-0.999857163262391,1.375,12.0
1.0767728480806789,0.07677287308067818,5.9798,115.0
3.8888845679060355,2.888885679015912,1.215,143.0
0.0,-0.9999993854296007,7.5402,88.0
0.0,-0.999998652431756,4.742,56.0
0.0009819998772500154,-0.9990178751227656,4.3748,105.0
0.6716661069449109,-0.32833305972245025,2.4788,101.0
0.0,-0.9999995911191101,5.1309,4.0
12.552898714189038,11.55312429505978,1.1469,137.0
2.185672298007621,1.1856723212634344,4.495,104.0
0.0,-0.9999980916066954,0.8035,131.0
1.1997600479904018,0.19996000799840033,0.7708,23.0
0.0,-0.9999998000196019,5.6776,87.0
0.0,-0.9999999600000016,2.1694,130.0
0.75,0.0,1.0356,101.0
2.78997766917061,1.7899776737789048,6.9023,154.0
0.0,-0.999960001599936,3.3332,113.0
1.5368661828917272,0.5368663078917115,4.3205,111.0
0.0,-0.75,4.1276,90.0
0.0,-0.999999924143764,7.2185,106.0
0.0,-0.999980000399992,1.093,92.0
1.1244031536770154,0.1244032248730848,2.9879,100.0
0.059203671464908465,-0.9407962059109496,4.8141,160.0
0.0,-0.9999908390400549,5.0681,6.0
0.0,-0.9999997090472745,7.0974,105.0
0.06285714106122454,-0.9371428303673477,4.6918,137.0
0.0,-0.9999995238097505,3.2881,90.0
0.0,-0.999999277506464,5.0794,102.0
0.0,-0.9999997500000625,2.6579,92.0
0.0,-0.9999993650642993,7.0742,84.0
0.0,-0.9999990142607837,5.8381,90.0
0.0,-0.9998000399920016,3.0148,68.0
5.65885178038274,4.658852113715962,5.0307,100.0
0.0,-0.9999995340013235,4.9942,95.0
0.0,-0.9999993222232619,4.8112,84.0
3.3847415046103397,2.384741544610338,3.217,96.0
0.030183908883490002,-0.9698156633945799,4.6225,113.0
0.06477497840834053,-0.9352246882584373,0.6917,90.0
0.0,-0.9999978296821352,1.3601,104.0
0.007934859537837681,-0.9920650786010771,4.8753,122.0
2.1861014233612743,1.1861015438431874,4.3742,118.0
0.0,-0.9999995444945678,7.0878,137.0
0.0,-0.9999000099990001,3.1582,81.0
1.999995555565432,0.999997777782716,1.0311,90.0
0.0,-0.9999996666667778,6.143,90.0
1.024691231519601,0.02469135497637593,1.6641,117.0
0.0,-0.999950002499875,3.6338,105.0
0.0,-0.9999999833333336,6.3865,122.0
0.0,-0.9999833336111065,3.9724,85.0
0.852428943700406,-0.14757105058530828,8.489,126.0
0.0,-0.99999950000025,3.3789,100.0
0.0,-0.9999920000639995,2.3719,118.0
0.0,-0.9999997560976205,0.8893,114.0
0.0,-0.999999284150666,9.0259,83.0
0.0,-0.9999999292377846,4.7947,115.0
21.856048228790353,20.856048428790313,7.4586,110.0
0.0,-0.9999997175835798,4.6041,92.0
2.1967048087434087,1.196704823236162,4.7361,140.0
0.0,-0.999999000001,2.5948,102.0
0.0,-0.9999997672111601,6.8424,106.0
0.0,-0.9999997191951115,4.806,100.0
0.0,-0.9999750006249843,4.1515,72.0
0.0,-0.9999994444447531,2.1986,76.0
0.4467168051351151,-0.5532830584352711,7.8086,96.0
0.0,-0.999950002499875,5.1311,59.0
0.0,-0.9999998876404621,1.3207,164.0
0.0,-0.9999994348968583,4.6999,84.0
0.6480405406386225,-0.35195929807108095,4.7776,100.0
0.0,-0.9999375039060059,1.3283,98.0
0.0,-0.999992366470485,1.0922,86.0
0.0,-0.9999999437705844,5.4467,102.0
0.0,-0.9999285765302478,1.7263,26.0
0.0,-0.9999988888901234,1.9951,97.0
0.0,-0.9999986672457444,5.5807,73.0
0.0,-0.9999995454547521,4.0689,92.0
1.0431239130730072,0.04312399640633363,7.4017,93.0
0.0,-0.9999950000249999,4.5413,15.0
8.455355607261925,7.455355620595259,8.4074,108.0
0.0,-0.9999995138042768,5.2967,90.0
4.4902232509776745,3.490223350977665,4.6468,90.0
0.0,-0.9999990423707386,5.1219,101.4941155348416
0.0,-0.999990000099999,0.1539,85.0
3.3232354670705813,2.3232355070705797,2.428,102.0
0.0,-0.99999957425043,5.8907,85.0
0.0,-0.999996000016,4.8596,86.0
0.0,-0.9999986011548015,4.8884,74.0
4.2811431412506105,3.2811431469648964,7.5323,122.0
0.0,-0.9999992355233798,4.8681,90.0
0.0,-0.9999996666667778,5.9048,100.0
0.7473074626346269,-0.25269248736537564,5.2139,96.0
0.0,-0.9999997413426641,4.5146,103.0
0.0,-0.9999994711051896,5.5316,92.0
0.0,-0.9999995945151835,5.0501,134.0
0.2103992002406605,-0.7896007298504705,3.9488,112.0
0.0,-0.9999753092516234,0.99,18.0
0.0,-0.9999997500000625,3.3714,103.0
0.011521988478011521,-0.9884770115229885,11.8114,80.0
0.0,-0.999998000004,1.2833,90.0
0.0,-0.9999928571938772,0.7584,23.0
2.6952949391336825,1.6952949482245914,6.8354,127.0
0.0,-0.999998951458572,4.8482,100.0
7.399995066669955,6.399995733336178,1.3673,81.0
1.805553047842989,0.805554436729949,1.0516,126.0
1.5538116747277375,0.5538117461563038,1.3464,88.0
1.9830768925680478,0.983076907952663,4.3091,130.0
0.0,-0.99999980000004,0.8117,87.0
0.0,-0.9999987467986762,6.5565,80.0
1.6702928872015752,0.6702929019074573,7.0001,124.0
0.0,-0.9999993915124835,7.0335,90.0
0.0,-0.9999988888901234,0.116,91.0
3.514285463265324,2.5142855346938906,5.286,116.0
0.0,-0.9999999152550131,4.1,100.0
1.0451071299693915,0.04510741568359552,3.8715,92.0
1.9576021042397895,0.9576022042397796,4.1429,117.0
0.0,-0.999999494708054,5.7902,158.0
0.0,-0.9999636376859024,1.4665,88.0
1.9188872525347733,0.9188872837847724,3.6041,109.0
0.0,-0.9999962264293343,2.9721,99.0
0.0,-0.9999996581756105,4.6486,82.0
0.0,-0.9999999441340813,3.98,123.0
0.05424842082165417,-0.9457514363212234,3.4091,92.0
0.0,-0.9996667777407531,0.4955,3.0
0.0,-0.9999962547658106,1.3377,65.0
0.0,-0.9999990465181816,7.9176,81.0
0.0,-0.9999996854086239,8.0267,98.0
1.675753296986812,0.6757572969708121,4.5814,107.0
0.0,-0.999999765119767,12.597,81.0
0.0,-0.99999962576075,4.9229,62.0
0.0,-0.9999999166666736,4.7143,122.0
0.0,-0.9999994534899069,9.2481,91.0
0.0,-0.9999992255291913,7.5855,92.0
0.22879822156650823,-0.7712016240816386,6.4415,105.0
9.99900009999,8.999100089991002,0.927,90.0
0.0,-0.9999333377774815,1.3602,88.0
0.1705849715691714,-0.8294148617641897,2.1123,110.0
0.1829609878374826,-0.8170389229064629,6.1353,115.0
0.0,-0.9999991666673611,2.4683,88.0
0.0,-0.9999994221963694,4.8203,87.0
0.186621959903579,-0.8133774465188995,7.113,84.0
0.0,-0.9999997066491219,6.2788,104.0
0.0,-0.9984639016897081,3.6472,84.0
0.0,-0.9999991819868156,4.6743,110.0
0.0,-0.99999960000016,4.8096,88.0
0.0,-0.9999989865384068,5.9294,100.0
0.0,-0.999999773292068,6.2493,120.0
0.0,-0.9999995999937915,5.6484,49.0
1.2840696697456457,0.28406973224564175,3.6495,107.0
0.43432265656773433,-0.5656772434322757,1.3397,106.0
0.0,-0.9999986017224384,5.1568,90.0
0.0,-0.999996000016,2.0607,84.0
0.0,-0.9999996875000977,2.0267,107.0
0.780976494127031,-0.21902343779891142,5.514,108.0
0.0,-0.9995002498750625,0.1455,40.0
0.0,-0.999999827715679,4.9745,111.0
0.0,-0.9999987824201638,5.7373,75.0
4.899999554545495,3.8999996454545776,4.7377,120.0
0.0,-0.9999998750000156,2.2277,90.0
0.0,-0.9999999011247269,6.0396,106.0
0.0,-0.999999890508451,4.7109,138.0
0.0,-0.999999711288984,7.0264,100.0
0.0,-0.9999995054483438,11.0715,84.0
0.0,-0.9999990208721571,5.2829,91.0
0.0,-0.9999992307698224,3.7129,88.0
9.99999000001,8.999991000009,1.4035,278.0
0.0,-0.9999993333337778,3.7723,95.0
0.0,-0.99999950000025,3.0928,93.0
0.0,-0.9999998456304757,5.6127,95.0
0.0,-0.9999987455930316,5.113,71.0
0.0,-0.9999962316114066,6.3547,15.0
0.6387761881850976,-0.36122371493638034,5.1238,87.0
0.9999987853154354,0.0,2.3021,105.0
0.0,-0.9999999091559962,2.2563,44.0
1.3957948708339252,0.3957948862185402,4.0185,103.0
0.0,-0.9999996323888264,10.6643,110.0
0.0,-0.9999995720356969,4.6556,47.0
0.0,-0.9999998680078611,4.3118,93.0
0.0,-0.9999997021614078,6.7329,95.0
0.0,-0.999998000004,0.8033,79.0
0.0,-0.99999950000025,1.277,90.0
0.0,-0.999857163262391,3.501,77.0
0.0,-0.9999998397544742,4.6226,85.0
0.0,-0.9999996059565418,5.8046,107.0
0.0,-0.9999998860308377,6.9994,95.0
0.0,-0.9997500624843789,1.0298,111.0
6.390635074585768,5.390635152588852,4.0309,138.0
1.4114556248029426,0.41145563020834797,6.6193,128.0
0.13831862068534867,-0.8616813682035404,4.5585,133.0
0.0,-0.9999997106140315,8.5894,109.0
1.1636548959086277,0.163654920908627,5.6807,84.0
0.0,-0.9999996666667778,1.998,88.0
0.0,-0.9999993854296007,4.702,87.0
0.0,-0.9999950000249999,1.6336,80.0
3.608107620525997,2.608107755661114,1.5428,96.0
0.0,-0.9999333377774815,5.2365,89.0
0.0,-0.9803921568627451,4.4497,88.06543574237264
0.0,-0.9999998338753464,6.1195,22.0
0.0,-0.999999000001,0.5664,115.0
0.0,-0.9999994736844875,1.8235,86.0
0.0,-0.9999990075920889,5.5005,75.0
0.0,-0.9999714293877318,2.2056,107.0
0.0,-0.9999987500015625,1.4078,81.0
0.0,-0.999960001599936,0.7628,79.0
6.2161283039193584,5.216128308919359,11.6006,118.0
0.0,-0.9999991407284876,7.7347,95.0
1.7348958775173537,0.7348960441839927,6.3799,97.0
2.2916661892362105,1.2916663975695004,1.4712,188.0
0.0,-0.9999993790392084,4.7533,89.0
0.009706869912740097,-0.9902930372012192,2.9331,98.0
0.0,-0.9999894737950127,0.1089,110.0
0.9999000099990001,0.0,0.721,90.0
2.4905078803612537,1.4905118019145023,1.0428,120.0
0.0,-0.9999991217527907,7.0311,95.0
0.0,-0.9999997925205043,7.4058,115.0
0.0,-0.999998000004,1.6811,135.0
0.0,-0.9999997842460809,3.8563,84.0
0.20523625471509435,-0.7947590941437481,1.6492,107.0
0.0,-0.9999997425685039,4.8932,90.0
0.0,-0.9887640449438202,0.4527,87.0
0.0,-0.9999993750003906,4.3459,90.0
7.133980622006459,6.133980955339681,0.8005,94.0
0.0,-0.999000999000999,1.2668,7.0
0.0,-0.9999998432502407,6.526,91.0
0.07285712204082227,-0.9271425922449736,0.7083,103.0
0.0,-0.9999990423707386,4.7979,96.0
0.0,-0.9999996513115503,4.9778,83.0
0.178744547503635,-0.8212547858301428,3.144,96.0
0.0,-0.9999995779716411,5.2678,90.0
0.0,-0.999998000004,1.8704,86.0
0.0,-0.9999677429760331,1.9541,81.0
0.0,-0.9999999155091683,7.4103,107.0
7.005926529063145,6.005926587886671,3.9744,86.0
0.11736788263211737,-0.8826311173688827,2.1398,95.0
0.0,-0.9882352941176471,3.577,90.0
0.0,-0.9950248756218906,2.421,8.0
0.0,-0.9999996397922096,5.3886,90.0
0.0,-0.9999993333337778,1.1573,89.0
0.0,-0.9882352941176471,3.7146,90.0
0.0,-0.9999992754534236,6.6136,96.0
0.0728476772948558,-0.927152256479983,4.5395,115.0
1.2932473230694657,0.29324733100597355,7.4829,136.0
0.7581927405225908,-0.2418072469774094,4.034,74.0
0.0,-0.9999992025092076,5.7255,100.0
0.0,-0.9999996222563493,5.0313,23.0
0.02892235344968947,-0.9710775905556667,3.827,121.0
1.5226750422092845,0.5226750707807123,5.4452,109.0
0.0,-0.9999995230892919,6.577,100.0
0.05567346295510247,-0.9443264703782354,7.5758,98.0
0.0,-0.9999999166933873,1.2523,167.0
0.0,-0.9999993750003906,2.6218,88.0
0.0,-0.9999996646496012,4.551,87.0
0.0,-0.9999987361247591,5.0245,80.0
0.0,-0.998003992015968,0.3537,10.0
0.0,-0.999998779231828,7.9711,78.0
0.0,-0.9999996649471334,11.6122,88.0
2.6666488890074067,1.6666555556296292,2.0073,87.0
0.0,-0.9999997263816089,4.4417,95.0
1.9468437017718767,0.9468437351052088,4.7188,98.0
0.0,-0.9999987496422588,6.6961,80.0
0.0,-0.9999999333333378,3.6739,92.0
0.0,-0.9999998805439698,8.0552,148.0
0.0,-0.9999993683059866,6.9213,86.0
0.0,-0.9999916161581974,5.3473,29.0
0.6285077338270871,-0.37149211021124695,1.3118,132.0
0.0,-0.9999998256781052,7.6247,108.0
0.0,-0.9999997143805944,5.8909,104.0
0.0,-0.9999997032904622,5.6081,112.0
0.0,-0.9999997076124012,8.3407,104.0
0.2543722130365106,-0.7456275012492853,2.5279,120.0
0.0,-0.9999906234054687,4.7566,12.0
0.0,-0.9999995477958558,4.7242,160.0
0.0,-0.9999950000249999,4.0156,105.0
0.0,-0.9999991132777377,4.6817,89.0
0.0,-0.9999997430759614,1.7596,110.0
0.0,-0.9999997330670825,5.6621,102.0
0.0,-0.999990000099999,4.8679,92.0
0.0,-0.9999990673044367,4.7818,85.0
0.0,-0.999998000004,3.3272,88.0
2.250046911759187,1.2500470294062318,3.2941,119.0
0.004251154053027997,-0.9957486535086916,8.9132,97.0
0.0,-0.9999986750665943,4.9656,77.0
0.0,-0.9999997644731818,2.35,88.0
1.7199997689724957,0.7199999032908122,4.19,135.0
0.371961471052496,-0.6280384789736797,11.2922,108.0
0.0,-0.9999906234054687,4.9127,10.0
3.388306486333746,2.3883065017183616,4.9936,120.0
0.0,-0.999980000399992,4.3839,60.0
0.0,-0.9999906865723338,5.5164,20.0
0.0,-0.9999992025092076,5.6819,100.0
0.0,-0.99999950000025,1.7247,105.0
0.0,-0.9999999864738528,8.4617,132.0
0.0,-0.9999996302573292,8.1854,91.0
0.0,-0.9999998036537978,4.7357,109.0
2.38235292716263,1.3823529330449829,8.4874,122.0
0.06951398262150435,-0.9304857673785581,4.0696,95.0
0.0,-0.9999996148739755,6.6676,90.0
0.0,-0.9999998831816779,2.3024,113.0
0.0,-0.9999993750319071,9.3342,83.0
0.0,-0.9999996153847633,2.9494,106.0
0.7164852323315032,-0.28351475562030415,3.1276,91.0
1.8466679846111,0.8466679929444334,4.3045,109.0
0.0,-0.9999906234054687,5.2207,13.0
0.0,-0.9999995411716153,5.2891,102.48478357059342
0.02934176843775083,-0.9706581049799867,4.0235,121.0
0.0,-0.99999950000025,1.7957,121.0
0.0,-0.999999264706423,2.7581,94.0
0.0,-0.9803921568627451,1.8653,81.0
0.0,-0.999999761880147,4.9914,98.0
0.01982199339266887,-0.9801776732741089,5.7453,109.0
0.0,-0.9998333611064822,0.0327,23.0
0.0,-0.8571428571428571,3.157,54.0
0.0,-0.9999993333337778,4.0768,83.0
0.4568995357396317,-0.5431003600937125,4.0438,144.0
0.0,-0.9999761910430705,2.679,15.0
17.392193660780634,16.392193760780625,6.5674,122.0
0.0,-0.9999978494669904,1.2196,90.0
0.0,-0.9999997137183536,6.6121,100.0
6.566028072328654,5.566028238995293,8.1425,99.0
0.26542936944110135,-0.7345705119895386,4.8669,95.0
0.0,-0.999998000004,0.9578,81.0
0.0,-0.99999960000016,7.7389,77.0
0.0,-0.999999889746429,1.9728,135.0
0.0,-0.9999997158132166,5.7679,95.0
0.0,-0.9999995976172926,4.9132,118.0
0.0,-0.9999988610854539,3.6007,38.0
0.0,-0.9999997079320186,5.3665,93.0
0.0,-0.999980000399992,0.7161,6.0
0.0,-0.999999562549532,5.6961,88.0
0.0,-0.9999992494617955,4.7061,117.0
0.11333426412680683,-0.886665545397039,2.7196,109.0
0.0,-0.9999968750097656,0.4666,100.0
0.020084636109472326,-0.9799152822897829,2.9987,107.0
0.0,-0.9375,2.045,9.0
0.3547290289647131,-0.645270823873457,5.3303,103.0
0.0,-0.9999995833335069,5.1305,75.0
0.0,-0.999999874259405,4.0093,87.0
0.012540597491880502,-0.9874592025081596,2.1855,102.0
0.43982970780085145,-0.5601702871991485,1.8597,128.0
0.0,-0.999999174812312,4.7918,87.0
0.5199997920000832,-0.4799998080000768,1.6009,107.0
0.0,-0.9999991666673611,1.4816,82.0
0.0,-0.99999980000004,2.645,96.0
0.0,-0.9999997131647015,5.2949,99.0
1.1764705882352942,0.19607843137254902,1.5187,91.0
0.0,-0.9999994465787146,4.7113,91.0
3.9683454007913648,2.968345425791364,7.1037,124.0
0.0,-0.9999642869897504,0.7766,30.0
0.9430893934572551,-0.056910581102095056,2.7097,120.0
0.4418604651162791,-0.5348837209302325,0.378,89.0
0.0,-0.9999997107965379,4.7876,85.0
2.378806498224197,1.378820002430757,4.5858,98.0
0.0,-0.999990000099999,0.6332,136.0
0.0,-0.9999969135897728,2.6957,94.0
0.0,-0.9999998748926222,3.3082,92.0
0.017831327424382697,-0.9821686026455523,4.9401,91.0
0.0,-0.999998405106212,1.2006,95.0
0.0,-0.9999991548466203,5.7906,115.0
0.0,-0.9999997142857959,0.3487,98.0
0.0,-0.9999997696749785,4.9968,94.0
0.0,-0.9900990099009901,1.0761,15.0
0.0,-0.9999982369331765,5.5699,18.0
0.0,-0.99999980000004,0.3147,112.0
0.0,-0.9999979880773463,5.8298,90.0
0.0,-0.9999714293877318,3.3063,55.0
0.0,-0.9999993472300486,11.4123,85.0
0.0,-0.999998000004,6.4561,85.0
0.0,-0.9999998644419545,4.8132,94.0
1.5837301336722889,0.5837301545056218,4.5695,118.0
0.0,-0.9999999265633329,3.0435,105.0
0.0,-0.999999000001,13.184,76.0
0.0,-0.9999999523809546,4.2937,123.0
0.0,-0.9999285765302478,3.2616,14.0
3.527818415739386,2.5278184490727185,3.7535,125.0
0.4931128168962394,-0.5068871497704284,2.2178,121.0
0.017274763689719783,-0.9827251774867543,3.949,96.0
52.44424255575744,51.444243555756444,2.4125,126.0
0.0,-0.9999998333333611,3.9378,87.0
0.0,-0.9999996299080196,5.1115,84.0
0.0,-0.999997142865306,2.1098,95.0
2.015904998939667,1.0159050656063289,0.956,122.0
0.0,-0.9999966666777778,0.7259,96.0
2.4548958440754873,1.454908734660204,3.1894,97.0
6.136236502078648,5.136236507792934,8.8825,100.0
3.1198253949774224,2.119825470137131,3.4018,135.0
0.0,-0.9999993573760169,8.2456,84.0
8.276148824626445,7.276148838912159,3.6332,138.0
0.0,-0.9999997821619165,8.2796,81.0
0.0,-0.999997142865306,4.2187,90.0
1.8879986311213137,0.8879986602556874,5.1097,112.0
0.0,-0.9999996885056796,8.0682,81.0
0.0,-0.999999700301776,7.1225,98.0
0.0,-0.9999995528049896,5.9618,112.0
3.814385413171475,2.814385567017605,3.0027,92.0
0.0,-0.9999998888889012,4.2597,121.0
0.0,-0.9999995115079908,5.6474,96.0
0.0,-0.9999996004247302,4.5669,90.0
0.0,-0.99999980000004,3.2188,115.0
0.0,-0.99999990000001,3.5691,90.0
0.2499999687500039,-0.7499999062500117,1.9364,108.0
0.0,-0.9999998504360746,6.1711,94.0
1.5576920081361523,0.5576922004438076,1.8958,233.0
0.0,-0.99999980000004,1.1935,89.0
0.0,-0.9999666677777408,2.0253,12.0
0.0,-0.9999990528791239,8.906,77.0
0.0,-0.9999997353782047,8.3994,110.0
0.0,-0.999999679638056,8.5405,166.0
0.0,-0.9999565236294075,2.0192,14.0
0.0014305050670798904,-0.998569372896999,4.4338,117.0
1.474553505089299,0.474553705089259,2.1677,129.0
0.0,-0.9999994944223478,4.9266,86.0
4.60573644929509,3.605736455961757,3.6627,107.0
0.2982550397532331,-0.7017448822852084,3.9986,127.0
0.0,-0.999999000001,2.1265,114.0
4.6654543532137875,3.665454990156057,1.4194,97.0
0.0,-0.9999987824201638,6.3852,75.0
0.0,-0.99999990000001,2.5083,86.0
0.0,-0.999998000004,5.1145,80.0
0.0,-0.9999997637717405,5.0697,109.0
0.0,-0.9999996854071985,7.3194,98.0
0.022520609969507492,-0.9774788800760075,5.3718,89.0
0.0,-0.9999996309522904,6.2134,90.0
1.1437524590587465,0.14375251341456707,6.0699,95.0
0.0,-0.9999996666667778,0.6118,90.0
0.0,-0.999999697491624,7.7862,100.0
2.0691301091908305,1.0691301369686073,4.5861,85.0
0.8206797026104701,-0.17932028804373562,4.6668,157.0
1.608082892794474,0.608082959461136,4.5028,115.0
0.0,-0.9999996023894553,11.7312,88.0
10.047995808016768,9.047999808000768,2.9668,140.0
2.237499720312535,1.2374998453125194,2.586,103.0
0.0,-0.99999950000025,4.203,120.0
0.0,-0.9999999031023655,9.047,130.0
0.0,-0.9996667777407531,0.309,46.12809090022454
0.04243843191482829,-0.9575614000081801,4.3137,100.0
0.0,-0.9999990855515373,5.7489,106.0
1.5714263265338193,0.571427755103207,4.3468,162.0
0.0,-0.9999966666777778,0.7049,28.0
1.3007327542574116,0.30073292969597726,5.8642,105.0
0.12452235943470508,-0.8754775155653105,1.6982,155.0
1.0582398970880051,0.05823994708800265,3.3632,92.0
0.0,-0.9999950000249999,1.3637,84.0
0.0,-0.9999993433412504,2.7298,90.0
0.0,-0.999997777782716,2.0357,97.0
0.04183745947389309,-0.9581624188514682,4.6106,108.0
0.032368318410427886,-0.967631359443027,9.1821,89.0
0.0,-0.9999996875000977,0.9831,84.0
0.0,-0.9999996296297669,5.6201,95.0
0.0,-0.9999996666667778,5.2655,98.0
0.0,-0.9999997887670438,4.5833,115.0
0.0,-0.9999726042408635,3.3364,167.0
0.0,-0.9999992737100217,4.9558,93.80535142745174
0.0,-0.9999993733041247,11.5118,90.0
2.0766665974444467,1.076666630777779,1.8494,99.0
21.842540062983975,20.842540462983816,6.0264,104.0
0.0,-0.9999993877973274,4.8692,180.0
3.497451198010195,2.497451202010195,10.9422,152.0
26.028326572244758,25.02832990556698,1.4436,112.0
0.0,-0.99999950000025,1.6316,91.0
2.3249994187501453,1.324999668750083,9.6793,111.0
6.09999975600001,5.0999997960000085,3.4893,121.0
0.0,-0.9999992502079798,5.5891,90.0
0.0,-0.999999550205158,6.8741,148.0
0.0,-0.9999968223907061,1.4438,85.0
0.0,-0.999960001599936,1.9447,87.0
0.06676782044202828,-0.9332305973821319,0.6648,134.0
1.5316633468336653,0.5316634468336553,7.3599,91.0
0.0,-0.9999842806841046,2.4497,85.0
0.228571395918372,-0.7714284612245056,2.0986,108.0
0.0,-0.999999655761767,4.7847,83.0
0.0,-0.9999998842679718,4.0944,97.0
0.0,-0.9999998318976032,5.4188,95.0
0.0,-0.9999999200544774,7.9979,102.0
2.4677089294940306,1.4677089580654583,5.3603,99.0
0.0,-0.9999997087276705,4.616,104.0
0.0,-0.999998696955119,5.3901,88.0
15.95875616497534,14.95876016495934,1.7031,89.0
0.0,-0.9999992307698224,1.3454,91.0
0.0069352482661879334,-0.9930645017338746,12.1946,98.0
0.8747635950145692,-0.12523636197757596,3.4317,140.0
1.562122377515105,0.5621224175151033,1.8706,119.0
0.0,-0.9999999166666736,4.363,96.0
1.1354208645791355,0.13542186457813543,0.4318,116.0
0.0,-0.9999950000249999,1.7779,75.0
1.3999996000001143,0.3999998857143184,2.6597,110.0
0.0,-0.9998750156230471,0.5175,7.0
0.0,-0.9999994301787392,4.7295,90.0
2.954356970176345,1.9543570014263436,4.7313,110.0
1.795454137396787,0.7954543646694626,1.6224,107.0
0.0,-0.99999971177022,5.8362,94.0
1.2857138265307761,0.2857141836735058,2.1033,87.0
0.0,-0.999960001599936,1.242,105.0
0.0,-0.9999992589225892,5.5734,91.0
0.0,-0.999999870751016,5.1954,113.0
0.0,-0.9999997012966648,5.4434,98.0
0.0,-0.9999996348575383,4.6083,83.0
2.6542025091235706,1.6542026043616567,1.7112,93.0
0.0,-0.9999941176816607,0.5449,80.0
0.0,-0.9999987500015625,1.0957,93.0
