keyword_tfidf_120,keyword_tfidf_71,director_target_encoded,genre_horror,genre_mystery,language_es,keyword_tfidf_140,popularity,vote_per_popularity,roi,release_year,keyword_tfidf_108,keyword_tfidf_192,collection_id,country_unknown,genre_tv_movie,keyword_tfidf_193,genre_animation,keyword_tfidf_183,genre_comedy,keyword_tfidf_132,certification_US_encoded,revenue_per_runtime,keyword_tfidf_61,language_ru,release_is_weekend,genre_western,country_es,country_gb,country_fi,country_ru,keyword_tfidf_54,keyword_tfidf_17,genre_adventure,budget,language_en,release_day,country_ca,language_hi,revenue,genre_crime,genre_drama,keyword_tfidf_187,keyword_tfidf_67,language_it,language_ja,num_cast,country_fr,company_target_encoded,release_month,country_jp,country_cn,keyword_tfidf_148,language_fr,keyword_tfidf_164,country_be,genre_family,genre_documentary,keyword_tfidf_48,director_count_encoded,keyword_tfidf_153,budget_per_runtime,country_de,genre_action,keyword_tfidf_21,genre_war,budget_revenue_ratio,language_other,country_au,genre_history,country_us,language_pt,keyword_tfidf_31,genre_romance,release_dayofweek,country_in,country_it,genre_unknown,genre_fantasy,keyword_tfidf_146,runtime,genre_music,language_ko,genre_science_fiction,genre_thriller,language_de,num_genres,vote_average
0.0,0.0,7.331020528299327,0,0,0,0.2475092279075409,1.8022706988537025,5.709655390018161,0.0,2018,0.0,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0,14.508658238524095,0,31,0,0,0.0,0,1,0.0,0.0,0,0,5,0,6.302417770427227,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.2346266139801325,0,0,0.3306616029237602,0,14.508658238524095,1,0,0,0,0,0.0,0,2,0,0,0,0,0.0,60.83722294927992,1,0,0,0,0,2,4.313
0.0,0.0,9.842399496994974,0,0,0,0.0,1.6834315923424268,135.27454958638586,0.8063630532230718,2016,0.0,0.0,-1.0,0,0,0.0,0,0.0,1,0.0,3.0,0.2279530155909105,0.0,0,0,0,0,0,0,0,0.0,0.0,1,17.6867115897055,1,18,1,0,15.068273812173889,0,0,1.0,0.0,0,0,5,1,12.589347521129254,11,0,1,0.0,0,0.0,0,1,0,0.0,1,0.0,0.2675647717194236,0,1,0.0,0,1.10072256649656,0,0,0,0,0,0.0,0,4,0,0,0,1,0.0,65.10254210988698,0,0,0,0,0,5,6.583
0.0,0.0,11.398544212510108,0,0,0,0.0,1.492139759203231,71.02330410899154,0.9053131120339768,2001,0.0,0.0,-1.0,0,0,0.0,0,0.0,1,0.0,4.0,0.2760321856668619,0.0,0,1,0,0,0,0,0,0.0,0.0,0,17.034386422832473,1,10,0,0,16.326766496077763,0,0,0.0,0.0,0,0,5,0,10.05214827764562,3,0,0,0.0,0,0.0,0,0,0,0.0,2,0.0,0.2879957226630241,0,0,0.0,0,0.9831255258555324,0,0,0,1,0,0.0,1,5,0,0,0,0,0.0,58.14805353815599,0,0,0,0,0,2,4.7
0.0,0.0,11.116407261191146,0,0,0,0.0,1.2789318427913912,3.949218590484999,1.139200998752453,2016,0.0,0.0,919400.0,0,0,0.0,0,0.0,1,0.0,0.0,0.2578618835860888,0.0,0,0,0,0,0,0,0,0.0,0.0,0,11.775297421715829,0,19,0,0,14.553631582178308,0,0,0.0,0.0,0,0,5,0,9.726856353542251,2,0,0,0.0,0,0.0,0,0,0,0.0,2,0.0,0.208635236903227,0,0,0.0,0,0.7570770440009792,1,0,0,0,0,0.0,0,4,0,0,0,0,0.0,55.439638847668185,0,0,0,0,0,1,6.0
0.0,0.0,11.672916155195498,0,0,0,0.0,2.0404018121480307,13.48505971683844,1.0518981491534325,2017,0.0,0.0,-1.0,0,0,0.0,0,1.0,0,0.0,0.0,1.5855337740540525,0.0,0,0,0,0,0,0,0,0.0,0.0,0,17.926384438531027,0,3,0,0,19.908628761057116,1,1,0.0,0.0,0,0,5,1,12.995343903054296,2,0,0,0.0,1,0.0,0,0,0,0.0,2,0.0,1.4276667828356615,0,0,0.0,0,0.8573677711433378,0,0,0,0,0,0.0,0,4,0,0,0,0,0.0,11.55642048554584,0,0,0,0,0,2,7.1
0.0,0.0,8.455050181676667,0,0,0,0.0,0.9943992625404257,264.74137346372873,1.1318027315928063,2016,0.0,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,0.0,0.2719220110642252,0.0,0,0,0,0,0,0,0,0.2433354234589579,0.0,0,12.429220196836384,1,28,0,0,15.199228101940705,0,1,0.0,0.0,0,0,5,0,8.837703888064933,4,0,0,0.0,0,0.0,0,0,0,0.2284073441229551,2,0.0,0.2223651444149515,0,1,0.0,0,0.7672723736353422,0,0,0,1,0,0.0,0,3,0,0,0,0,0.0,54.89554167555344,0,0,1,1,0,4,5.41
0.0,0.0,10.323598136192992,0,0,0,0.0,1.1677029331529036,5.997131710797485,1.1972040033721805,2017,0.0,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,0.0,0.3485685773375358,0.0,0,0,0,0,0,1,0,0.0,0.0,0,13.997832948091215,0,8,0,0,17.955465647361994,0,1,0.0,0.0,0,0,5,0,7.742698602144744,9,0,0,0.0,0,0.0,0,1,0,0.0,1,0.0,0.271739247110057,0,0,0.0,0,0.7384589336131278,1,0,0,0,0,0.0,0,4,0,0,0,0,0.0,50.51200313152395,0,0,0,0,0,2,5.769
0.0,0.0,7.331020528299327,1,1,0,0.0,1.7643197534692734,8.682063632428756,0.0,2017,0.0,0.0,-1.0,0,0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,15.153870012580873,0,20,0,0,0.0,0,1,0.0,0.0,0,0,5,0,7.331020528299327,10,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.2659370662116364,0,0,0.0,0,15.153870012580873,1,0,0,0,0,0.0,0,4,0,0,0,0,0.0,55.9829179078076,0,0,0,0,0,3,6.458
0.0,0.0,7.331020528299327,0,0,0,0.0,1.7390968166447491,2.555586921010932,0.0,2001,0.0,0.0,-1.0,0,0,0.0,0,1.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,16.56134812190132,0,11,0,0,0.0,0,0,0.0,0.0,0,0,5,0,6.467455500281649,10,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.2588704136683078,0,0,0.0,0,16.56134812190132,0,0,0,0,1,0.0,0,3,0,0,0,0,0.0,62.975438085873634,0,0,0,0,0,1,5.9
0.0,0.0,13.011472635818777,0,0,0,0.0,1.8742606907397987,1452.5474371377938,1.0227107111659586,2002,0.2274775224147326,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,0.0,0.2833946912546604,0.0,0,0,0,0,0,0,0,0.0,0.1692475672261827,0,16.283610174181653,1,25,0,0,17.676133252752518,0,1,0.0,0.2276530407129271,0,0,5,0,10.277042737091412,1,0,0,0.0,0,0.0,0,0,0,0.0,4,0.0,0.2610689007509524,0,0,0.0,0,0.871894088235944,0,0,0,1,0,0.0,1,4,0,0,0,0,0.2435078460090568,61.37284535746162,0,0,0,0,0,2,7.8
0.0,0.0,9.82340938398233,0,0,0,0.0,0.9615699780729148,106.54730768530916,0.9093681544311762,2019,0.0,0.0,-1.0,0,0,0.0,1,1.0,1,0.0,2.0,0.2649615312822977,0.0,0,0,0,0,0,0,0,0.0,0.0,1,15.444751293772969,0,3,0,0,14.954333134098022,0,0,0.0,0.0,0,0,5,1,11.4910671534114,4,0,0,0.0,1,0.0,0,1,0,0.0,1,0.0,0.2736507817751755,0,0,0.0,0,0.9680599724199088,0,0,0,0,0,0.0,0,2,0,0,0,0,0.0,55.439638847668185,0,0,0,0,0,4,7.2
0.0,0.0,10.361574724749325,0,0,0,0.0,1.799181855043693,565.1651382168974,1.033842533203727,2019,0.0,0.0,591028.0,0,0,0.0,0,0.0,0,0.0,2.0,0.272889170707885,0.0,0,0,0,0,0,0,0,0.0,0.0,1,16.588099342704055,1,3,0,0,18.18332517869997,0,1,0.0,0.0,0,0,5,0,14.064095814979902,5,0,1,0.5263711675074397,0,0.0,0,1,0,0.0,1,0.0,0.2489485629698321,0,0,0.0,0,0.8647144949157458,0,0,0,1,0,0.0,0,4,1,0,0,0,0.0,65.6326374605915,0,0,0,0,0,3,8.054
0.0,0.0,10.6795682780774,0,0,0,0.0,1.7852047002573808,23.69664247439369,1.065427421105248,2019,0.0,0.0,-1.0,0,0,0.0,0,1.0,0,0.0,0.0,0.2650289505798001,0.0,0,0,0,0,0,0,0,0.0,0.0,0,14.914123179965662,0,24,0,0,16.955343218782065,0,1,0.0,0.0,0,0,5,1,9.993320604790036,4,0,0,0.0,1,0.0,0,0,0,0.0,2,0.0,0.2331226424732969,1,0,0.0,0,0.8306231186026477,0,0,0,0,0,0.0,0,2,0,0,0,0,0.0,62.975438085873634,0,0,0,0,0,1,6.159
0.0,0.0,8.426017533369366,0,0,0,0.0,2.030697626440906,343.4852724725615,0.0,2002,0.0,0.0,-1.0,0,0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,15.90797763859242,1,4,0,0,0.0,0,0,0.0,1.0,0,0,5,0,7.331020528299327,12,0,0,0.0,0,0.0,0,1,0,0.0,2,0.0,0.3340037466007258,0,0,0.0,0,15.90797763859242,0,0,0,1,0,0.0,0,2,0,0,0,0,0.0,46.62814130228637,0,0,0,0,0,2,6.866
0.0,0.0,10.007057253903191,0,0,0,0.0,1.9447094284787945,7.471025761399137,0.9386936708133252,2017,0.0,0.0,-1.0,0,0,0.0,0,1.0,0,0.0,0.0,0.2390667716473846,0.0,0,1,0,0,0,0,0,0.0,0.0,0,16.104856304944928,1,18,0,0,16.056220353623207,0,1,0.0,0.0,0,0,5,0,10.007057253903191,6,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.2397909296131078,0,0,0.0,0,0.9442218716131804,0,0,0,1,0,0.0,0,6,0,0,0,0,0.0,66.1620746077819,0,0,0,1,0,2,4.909
0.0,0.0,7.331020528299327,1,0,0,0.0,1.4945207661907618,12.026358091141995,0.0,2020,0.0,0.0,-1.0,1,0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,10.085850775128716,1,27,0,0,0.0,0,0,0.0,0.0,0,0,5,0,7.331020528299327,3,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.1434172118015412,0,0,0.0,0,10.085850775128716,0,0,0,0,0,0.0,0,4,0,0,0,0,0.0,69.32524651982065,0,0,1,1,0,3,5.767
0.0,0.0,10.088247770253018,0,0,0,0.0,1.9107417854599205,6.183990654861835,0.9515781055046638,2019,0.0,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,2.0,0.2722569288678053,0.0,0,0,0,0,0,0,0,0.0,0.0,0,16.385187149664887,1,24,0,0,16.54336345172214,0,0,0.0,0.0,0,0,5,0,10.088247770253018,4,0,0,0.0,0,0.0,0,0,1,0.0,1,0.0,0.2696537947262236,0,0,0.0,0,0.9339820835813808,0,0,0,1,0,0.0,0,2,0,0,0,0,0.0,59.763792203631255,0,0,0,0,0,1,6.5
0.0,0.0,11.381570531525329,1,0,0,0.1770520619541593,2.045289958748945,1181.1683119586112,0.9517553419782352,2019,0.0,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,4.0,0.2443512568153968,0.0,0,0,0,0,0,0,0,0.0,0.1571108216764971,1,17.72753358339242,1,10,0,0,17.824030130070536,0,0,0.0,0.0,0,0,5,1,12.515559515883789,4,0,0,0.0,0,0.0,0,0,0,0.0,2,0.0,0.243028376844533,0,1,0.0,0,0.941750170441636,0,0,0,1,0,0.0,0,2,0,0,0,1,0.0,71.94429487439176,0,0,0,0,0,4,5.577
0.0,0.0,7.331020528299327,0,0,0,0.0,1.859932004331104,0.3496586626834456,0.0,2019,0.0,0.0,-1.0,0,0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,15.775297581704692,0,22,0,0,0.0,0,0,0.0,0.0,0,0,5,0,7.331020528299327,3,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.2032318191963698,0,0,0.0,0,15.775297581704692,1,0,0,0,0,0.0,0,4,1,0,0,0,0.0,76.62218359351513,0,0,0,1,0,1,1.0
0.0,0.0,7.331020528299327,0,1,0,0.0,0.6889383357858906,302.556931282055,0.0,2016,0.0,0.0,-1.0,0,0,0.0,0,0.0,1,0.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,16.012735246411598,1,29,0,0,0.0,1,1,0.0,0.0,0,0,5,0,7.331020528299327,4,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.27576279260218,0,1,0.0,0,16.012735246411598,0,0,0,1,0,0.0,0,4,0,0,0,0,0.0,57.067062257785565,0,0,0,1,0,6,5.165
0.0,0.0,10.6070943405783,0,0,0,0.0,1.7275231246527696,2.1997980313233225,0.9684813805565944,2017,0.0,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,0.0,0.3551260006368472,0.0,0,1,0,0,0,0,0,0.0,0.0,0,19.29614948547293,1,1,0,0,19.65644287367384,0,0,0.0,0.0,0,0,5,0,10.6070943405783,1,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.3486167074330878,0,0,0.0,0,0.9341467746155572,0,0,0,1,0,0.0,0,6,0,0,0,0,0.0,54.35061594595709,0,0,1,0,0,1,5.8
0.0,0.0,9.293635469875834,1,0,0,0.0,1.241702021135943,23.196660175936284,0.7169392054589264,2005,0.0,0.0,-1.0,0,0,0.0,0,0.0,1,0.0,0.0,0.2310769291315439,0.0,0,0,0,0,1,0,0,0.0,0.0,0,15.424948670398354,1,2,0,0,11.775689649459046,0,0,0.0,0.0,0,0,5,0,9.293635469875834,8,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.3026871356898475,0,0,0.0,0,1.207367202368718,0,0,0,0,0,0.0,0,1,0,0,0,0,0.0,49.96004042340186,0,0,0,0,0,2,4.8
0.0,0.0,11.760743488157944,1,0,0,0.0,1.2397935132407023,1.3394091831525017,2.603054991155293,2018,0.0,0.0,-1.0,0,0,0.0,0,1.0,1,0.0,0.0,0.7787150581650546,0.0,0,0,0,0,0,0,0,0.0,0.0,0,9.210440366976515,0,18,0,0,26.578337759151704,0,1,0.0,0.0,0,0,5,0,11.760743488157944,4,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.2698554240332899,0,1,0.0,0,0.333973731390685,1,0,0,0,0,0.0,0,2,0,1,0,0,0.0,33.1310181182065,0,0,0,0,0,4,2.7
0.0,0.0,9.63526417478532,0,0,0,0.0,1.7351185685139092,0.3656148627382311,1.074188807407857,2020,0.0,0.0,-1.0,0,0,0.0,1,0.0,0,0.0,0.0,0.9932631979447925,0.0,0,0,0,0,0,0,0,0.0,0.0,0,11.870606902224589,1,24,1,0,13.82546187891596,0,1,0.0,0.542755033550544,0,0,5,0,9.63526417478532,9,0,0,0.0,0,0.0,0,0,0,0.0,1,0.5863288112556438,0.852820475475761,0,0,0.0,0,0.8006905281721022,0,0,0,0,0,0.0,0,3,0,0,0,0,0.0,12.91923299637284,0,0,0,0,0,2,10.0
0.0,0.0,7.331020528299327,0,0,1,0.0,1.747128145082461,2.184099060227821,0.0,2020,0.0,0.0,-1.0,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,15.158530815187676,0,19,0,0,0.0,0,0,0.0,0.2653720021625926,0,0,2,0,5.512183857489996,8,0,0,0.0,0,0.0,0,0,0,0.0,1,0.2866767527712542,2.8665986637820025,0,0,0.0,0,15.158530815187676,0,0,0,0,0,0.0,0,2,0,0,0,0,0.0,4.287985027938477,0,0,0,0,0,1,4.167
0.0,0.0,10.785204529021197,0,0,0,0.0,2.1648046860801085,3710.181564014148,1.0351542447798092,2000,0.0,0.0,86105.0,0,0,0.0,0,0.0,0,0.0,4.0,0.2758111031835554,0.0,0,0,0,0,0,0,0,0.0,0.1287384652923495,0,15.76142084987672,1,13,1,0,17.350655941290686,1,1,0.0,0.0,0,0,5,0,13.372142107611156,4,0,0,0.0,0,0.0,0,0,0,0.0,2,0.0,0.2505481572024884,0,0,0.0,0,0.8589023139174036,0,0,0,1,0,0.0,0,3,0,0,0,0,0.1852246794186243,61.90775005436829,0,0,0,1,0,3,7.4
0.7594102864667307,0.0,7.331020528299327,0,0,0,0.6506120324805853,1.097144545393075,9.536777063810511,0.0,2002,0.0,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,4.0,0.0,0.0,0,1,0,1,1,0,0,0.0,0.0,0,16.118095750958314,1,6,0,0,0.0,1,1,0.0,0.0,0,0,5,0,7.331020528299327,10,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.282858378313229,1,1,0.0,0,16.118095750958314,0,0,0,1,0,0.0,0,6,0,0,0,0,0.0,55.9829179078076,0,0,0,1,0,4,4.075
0.0,0.0,9.6572616377804,0,0,0,0.0,1.98297194000566,17.76751543961873,0.829391355485788,2019,0.0,0.0,-1.0,0,0,0.0,0,1.0,0,0.0,0.0,0.1860274203011208,0.0,0,0,0,0,0,0,0,0.0,0.0,0,15.828541272547174,0,3,0,0,13.957446656886429,0,1,0.0,0.0,0,0,5,0,9.6572616377804,10,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.2109657140340185,1,0,0.0,0,1.0582381896885915,0,0,0,0,0,0.0,0,3,0,0,0,0,0.0,74.02897494516478,0,0,0,0,1,1,6.5
0.0,0.0,7.331020528299327,1,1,0,0.2044804229696696,1.707852359919027,771.8293770131904,0.0,2020,0.0,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.1814499470660797,0,17.885370949168497,1,28,0,0,0.0,0,0,0.0,0.4881326551842147,0,0,5,0,6.712611673169154,8,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.2230042830258732,0,0,0.0,0,17.885370949168497,0,0,0,1,0,0.0,0,4,0,0,0,0,0.2610642297119121,79.20191678154188,0,0,0,1,0,3,6.6
0.0,0.0,7.331020528299327,1,0,0,0.0,1.5971021386729796,30.033474170505684,0.0,2005,0.0,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,14.220976332738882,1,17,0,0,0.0,0,0,0.0,0.0,0,0,5,0,5.512183857489996,10,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.23612699032915,0,0,0.0,0,14.220976332738882,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,59.22596702272581,0,0,0,0,0,1,3.603
0.0,0.0,7.331020528299327,1,0,0,0.0,0.8744682370203164,3.7343924328786215,0.0,2000,0.0,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0.0,0.0,0,7.601402334583733,1,23,0,0,0.0,0,0,0.0,0.0,0,0,5,0,7.331020528299327,4,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.2204658592706091,0,0,0.0,0,7.601402334583733,0,0,0,1,0,0.0,0,6,0,0,0,0,0.0,33.47881844260272,0,0,0,0,0,1,3.3
0.0,0.0,8.703713138579849,0,0,0,0.0,1.7511110707502462,4.361874054298912,0.4497677751484131,2016,0.0,0.0,-1.0,0,0,0.0,0,1.0,1,0.0,0.0,0.1616198808567058,0.0,0,0,0,0,0,0,0,0.0,0.0,0,17.312018149733785,1,10,0,0,8.236155661683124,0,0,0.0,0.0,0,0,5,0,8.777580637330972,11,0,0,0.0,0,0.0,0,0,0,0.0,1,0.0,0.3397175121113868,0,0,0.0,0,1.874374878885376,0,0,0,1,0,0.0,0,3,0,0,0,0,0.0,49.96004042340186,0,0,0,0,0,1,4.6
0.0,0.0,10.809890813639257,1,0,0,0.0,1.9925892429456804,34.08419656671587,0.7952244305085021,2004,0.0,0.0,-1.0,0,0,0.0,0,0.0,0,0.0,0.0,0.2299400825222442,0.0,0,0,0,1,1,0,0,0.0,0.0,0,15.319588176962746,1,13,0,0,12.977735214158484,0,0,0.0,0.0,0,0,5,0,9.49397639732574,5,0,0,0.0,0,0.0,0,0,0,0.0,3,0.0,0.271433136174217,0,1,0.0,0,1.095999311923226,0,0,0,0,0,0.0,0,3,0,0,0,0,0.0,55.439638847668185,0,0,0,0,0,2,5.0
